bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
3,1,1131,9121,1,1,1,3,1131,1,1961,2114,223111
3,2.5,2191,4882,2,1,1,3,2191,1,1999,1,513111
3,2,1441,5611,1,1,1,4,721,721,1942,2117,231111
4,2.5,2171,9611,1,1,1,3,1461,711,1981,1,551111
4,3.75,2931,3211,1.5,1,1,5,2131,811,1925,1,1111111
3,1.5,1181,9148,1,1,1,3,1181,1,1961,2112,193111
4,4.25,2361,57514,2,1,1,4,2361,1,1939,1987,591111
3,1.5,1661,8797,1,1,1,4,1661,1,1956,1,712511
3,2.75,2391,9313,1,1,1,5,1391,1111,1942,1,689811
3,2,1361,5121,1.5,1,1,4,911,451,1924,1,431111
3,2.25,1841,3511,1.5,1,1,5,1541,311,1911,1,785211
3,2.25,1811,43647,1,1,1,4,1811,1,1976,1992,474911
4,3.75,4131,12321,2,1,1,3,4131,1,2111,1,1171111
3,1.75,2221,132858,1,1,1,3,1111,1111,1988,2111,435111
5,3.5,3491,9681,2,1,4,3,2461,1131,1981,1,941511
4,2.5,1831,5175,2,1,1,3,1831,1,2113,1,312111
4,2.75,1551,4111,1.5,1,1,3,1551,1,1931,1997,835111
3,2,2151,9111,1,1,1,4,2151,1,1951,1999,713251
2,1,1231,6611,1,1,1,3,1131,111,1916,2114,441111
4,2.5,3151,5886,2,1,1,3,3151,1,2114,1,581135
3,2.25,3811,33825,1,1,1,4,3331,471,1976,1992,575111
3,2.5,1351,3168,2,1,1,3,1351,1,1991,1,613111
3,2,1531,8711,1,1,1,4,1531,1,1971,1,235111
3,2.5,2291,2798,3,1,1,4,2291,1,1953,1983,661111
2,1.5,1481,15641,1,1,1,4,1481,1,1941,2111,281111
3,1.75,1971,11271,1,1,1,4,1971,1,1966,1,268111
2,1,721,4841,1,1,1,4,721,1,1947,1988,235111
3,2,1181,7236,1,1,1,5,1181,1,1947,1,391111
4,2.5,2791,45912,2,1,1,3,2791,1,1987,2111,654951
5,2.75,2141,7488,1,1,1,4,1211,841,1969,1,449511
3,1,1321,8221,1,1,1,3,1321,1,1959,1989,151111
3,2.25,1681,57163,2,1,1,4,1681,1,1989,1,441111
3,2,2141,4923,1,1,1,4,1171,1171,1928,1,711111
3,1.75,1661,9611,1,1,1,3,1381,281,1981,2113,421111
3,2.25,1541,5338,1,1,1,5,771,771,1954,1,312111
3,2,1881,11758,1,1,1,5,941,941,1952,1998,321111
3,1,1251,15613,1,1,1,4,1251,1,1959,1,235111
5,2,2121,137565,1.5,1,1,3,2121,1,1913,1983,437111
3,1.75,1811,3111,1.5,1,1,4,1811,1,1913,1,545111
3,2.5,2371,11172,2,1,1,3,2371,1,1993,1,641111
3,2.5,1971,4136,2,1,1,4,1971,1,2113,1,432111
3,2.5,2111,4199,2,1,1,3,2111,1,2111,1,548111
3,3,2181,11521,1.5,1,1,3,2181,1,2114,2113,831111
4,2.25,3721,12384,1,1,2,5,1861,1861,1971,1,875111
2,1.75,1371,5125,1,1,1,5,1371,1,1944,1,419951
4,2.5,2961,12146,2,1,1,3,2961,1,1998,2116,695111
3,2.25,2191,12112,2,1,1,3,2191,1,1983,2119,562111
3,2.5,2611,7211,2,1,1,3,2611,1,1989,1,475111
3,2.25,1871,9111,1,1,1,3,1441,431,1978,1,425111
4,2.5,2621,9873,2,1,1,3,2621,1,1987,2111,611111
3,2.5,2431,54159,2,1,1,3,2431,1,1987,2111,771111
3,1.75,1341,16481,1,1,1,4,1341,1,1968,1,239111
2,1,1171,11621,1,1,1,3,1171,1,1963,2118,295111
3,1.75,2111,11182,1,1,1,5,1411,611,1963,1,561111
5,2.5,2171,12111,1,1,1,4,1341,731,1967,1,613111
4,3,4591,9151,2,1,1,3,3491,1111,1981,2113,961111
5,1,2551,4623,2.5,1,1,4,2551,1,1915,1,847111
3,1,1161,9611,1,1,1,4,1161,1,1962,1,216111
2,1.75,1221,5111,1,1,1,5,861,361,1921,1,253111
4,2.25,1791,7213,1,1,1,4,1111,681,1973,1,431111
3,2,2161,4141,1,1,1,4,1121,941,1947,1988,615111
2,2.5,1141,1182,3,1,1,3,1141,1,2117,1,425111
4,2.5,2871,12648,2,1,1,4,2871,1,1986,1,721111
6,1.5,2551,33741,1,1,1,4,1751,811,1958,1972,375911
4,3.5,2791,11125,1.5,1,1,5,2791,1,1985,1,1298111
3,1,1111,7962,1,1,1,3,1111,1,1962,2113,211111
2,1,941,5375,1,1,1,4,941,1,1952,1,234111
3,1.75,2881,18296,1,1,1,3,1581,1311,1958,2114,285111
3,1.5,1211,4811,1,1,1,4,1211,1,1962,1,411111
3,1,1131,4958,1,1,1,5,1131,1,1952,1998,718111
2,2.5,1241,2689,2,1,1,3,1241,1,1986,1,174511
3,2,1211,9566,1,1,1,3,1211,1,1995,1,222411
3,3.25,2781,4112,2,1,1,3,2781,1,2119,1,412511
3,2.25,1765,7652,2,1,1,3,1765,1,1996,1,251111
4,2.5,1961,14242,1,1,1,4,1291,671,1958,1972,611111
2,2.5,2681,11214,1,1,1,3,2681,1,2116,1,931111
3,2,1411,7622,1,1,1,4,1411,1,1983,1,272511
4,2.5,2241,3712,2,1,1,3,2241,1,2114,1,363991
4,2.75,3121,7644,2,1,1,3,3121,1,2111,1,575111
3,2.25,1451,4716,2,1,1,3,1451,1,2119,1,411111
3,3,2341,5112,2,1,1,3,2341,1,2113,1923,427874
5,2.75,2481,4145,2,1,1,3,2481,1,2114,1,319111
3,3.25,1531,1612,2,1,1,3,1141,391,2113,1923,321111
3,2.25,1251,7511,1,1,1,5,1251,1,1942,1,391111
1,1.75,561,12121,1,1,1,3,561,1,1967,2111,299111
4,1.75,2211,7475,1,1,1,5,1111,1111,1955,1,375111
3,1.75,1461,11584,1,1,1,3,991,471,1997,1,241511
3,1.5,1651,9381,1,1,1,5,1131,521,1978,1,321111
5,2.5,3211,17214,1,1,1,3,2161,1141,1952,2118,1271111
3,2.25,2561,41346,2,1,1,3,2561,1,1986,1,658588
3,2.25,2181,4252,1.5,1,1,3,1551,531,2113,1,271111
3,1,1171,7141,1,1,1,3,1171,1,1989,1,327511
3,1.75,2191,12626,2,1,1,4,2191,1,1978,2111,341111
3,1.5,2161,15837,1.5,1,1,3,2161,1,1913,2115,211111
3,1.75,2641,8111,1,1,3,4,1321,1321,1961,2111,1125111
3,2.5,1721,8755,1,1,1,3,1111,721,1983,2119,275111
5,3.5,3881,13885,2,1,3,4,2541,1341,1979,1,1126111
2,1,961,4921,1,1,1,3,961,1,1942,1999,281111
3,2.5,2341,59158,1,1,1,3,2341,1,1985,1,485111
3,2.5,2661,13367,2,1,2,3,2661,1,1992,1,1911111
3,1.75,2191,4725,2,1,1,3,1611,481,1947,2113,865111
3,2.5,1821,4911,2,1,1,3,1821,1,1993,1,532111
4,2.5,2311,8131,2,1,1,3,2311,1,1978,1,364951
3,1,921,14411,1,1,1,4,921,1,1977,1,212511
1,1,791,13162,1,1,1,3,791,1,1942,1999,135111
2,1.75,1511,6811,1,1,1,4,911,591,1942,1982,437111
3,1,1241,11118,1,1,1,4,1241,1,1952,1,391111
4,2.5,2731,36183,2,1,1,3,2731,1,1986,1,761111
3,1,1171,11111,1,1,1,2,1171,1,1981,1,119511
5,3.25,3411,9188,2,1,3,3,2761,651,1912,1994,2411111
4,2.5,2711,9321,2,1,1,4,2711,1,1994,1,837511
4,1.75,1651,7811,1,1,1,3,1651,1,1968,1997,327511
2,1,671,2378,1,1,1,3,671,1,1919,2111,175111
3,2,1671,7757,1,1,1,3,1671,1,1992,1,289951
3,1.75,1531,11731,1,1,1,3,1531,1,1986,1,411111
3,2.25,1511,7615,1,1,1,3,1151,351,1984,1,219951
4,1.75,1721,7211,1,1,1,3,1221,511,1974,1,161711
5,3,2921,11441,2,1,1,3,2921,1,2113,1,511111
3,1,911,4511,1,1,1,3,911,1,1948,1994,465111
3,1,1151,4161,1,1,1,4,1151,1,1925,1968,541111
3,2,1541,7811,1,1,1,3,1541,1,2114,2113,525111
3,1,1211,7441,1,1,1,3,1211,1,1949,1998,324951
5,2.5,2651,11455,1,1,1,3,1411,1251,1961,2114,565111
3,2,1991,3991,1,1,1,5,1131,861,1912,1,761511
5,2.75,2661,8737,1,1,4,5,1471,1191,1969,1,1111111
4,2.5,4161,9734,1,1,4,3,2151,1911,1977,2114,613511
5,2.5,2311,23345,1,1,1,5,1171,1131,1967,1,453511
6,2.75,2631,16411,1,1,1,4,1651,981,1974,1,583111
2,1,771,8149,1,1,1,5,771,1,1948,1985,275111
4,2.75,3791,11669,2,1,1,3,3791,1,1999,1,875111
4,2.75,2541,7211,1,1,1,4,1611,941,1979,1,335111
4,2.25,2511,8511,1,1,1,4,1611,911,1978,2111,646111
4,2.5,2151,7313,2,1,1,3,2151,1,2115,1,392511
3,1.75,1671,9611,1,1,1,5,1671,1,1961,1,785111
3,2,1811,12669,1,1,1,3,1811,1,1956,1991,471111
3,2.5,2171,12718,2,1,1,3,2171,1,1996,1,561111
2,1,831,2821,1,1,1,4,831,1,1921,1,519111
3,2.25,2371,9619,1,1,1,4,1651,721,1973,1,746111
3,1,1111,5411,1,1,1,3,1111,1,1959,1989,317111
3,1.5,1421,4511,1,1,1,3,1421,1,1959,1989,371111
4,2,2121,8711,1.5,1,1,4,2121,1,1961,2111,251111
4,1.75,2121,7129,1,1,1,4,1431,591,1979,1,532111
3,2.5,1521,2218,2,1,1,3,1141,481,2117,1,499951
2,1,821,6251,1,1,1,4,821,1,1922,1,375111
3,2.5,1691,1553,2.5,1,1,3,1691,1,2117,1,641111
3,2,2261,11315,1,1,1,3,1131,1131,1986,1,411111
3,2.25,1831,7897,1,1,1,4,1291,541,1986,1,572111
3,2,1351,11151,1,1,1,3,1111,241,1995,1,311111
5,3.5,3281,4111,2,1,1,3,2441,841,2113,1,989111
4,2.5,2771,45514,2,1,1,4,2771,1,1989,1,685111
4,2.5,2771,8642,2,1,1,4,2771,1,1987,1,917511
4,2.5,2461,5191,2,1,1,3,2461,1,2113,1,427511
3,3.25,4721,32467,2,1,2,3,3191,1531,1998,2116,861111
2,1,1251,8111,1,1,1,4,1251,1,1947,1988,365111
3,2,1711,7225,2,1,1,4,1711,1,1988,1,251511
3,1.75,1841,5111,1,1,1,5,1141,811,1952,1998,411715
4,2.5,2111,5962,2,1,1,3,2111,1,1999,1,415111
1,1,651,15364,1,1,1,4,651,1,1967,1,129111
3,1.5,1121,9172,1,1,1,3,921,111,1931,1997,489111
2,1,1511,18541,1,1,1,3,1511,1,1951,2115,171111
3,2.5,2161,4399,2,1,1,3,2161,1,2117,1,418511
3,1.5,1811,29318,1,1,1,3,951,861,1983,2119,261111
6,4.5,3811,28176,1,1,4,5,3811,1,1969,1,2115111
2,1.75,1651,4111,1,1,1,4,951,711,1947,1988,355111
3,3.25,1541,714,3,1,1,3,1541,1,2111,1,742111
3,1.5,2181,5244,1,1,1,3,1191,891,1959,1989,399951
3,2.25,2431,5511,2,1,1,3,1811,621,1989,1,791111
5,2,1751,11284,1,1,1,4,1751,1,1943,1,191111
3,1.75,1771,33224,1,1,1,4,1771,1,1968,1,229511
3,2.5,1711,2311,2,1,1,3,1571,141,2115,1,539111
4,2.25,2741,88426,2,1,1,3,2741,1,1991,1,549111
5,2.5,2731,17241,1,1,1,5,1661,1171,1958,1,545111
3,2.5,2437,5136,2,1,1,3,2437,1,2111,1,285111
4,2.5,3291,6213,2,1,1,3,3291,1,2118,1,648111
4,3.5,2911,5261,2,1,1,3,2911,1,2112,1912,611111
3,2,1631,7599,1,1,1,3,1631,1,2116,1,767451
4,3,4411,5114,2,1,1,3,3411,1111,2116,1,765111
3,2.5,1781,1487,3,1,1,3,1611,181,2116,1,586511
3,3.25,1541,1487,2,1,1,3,1541,1,2111,1,521111
3,1.75,1421,1189,3,1,1,3,1421,1,2116,1,455111
3,2.5,2681,9751,1,1,1,4,1611,1171,1979,1,653111
3,2,1751,9751,1,1,1,3,1351,411,1961,2114,279951
3,2.5,2171,4912,2,1,1,3,2171,1,2113,1,449951
3,2.75,2391,9966,1,1,1,5,1361,1131,1977,1,565111
4,2.25,2411,5351,1.5,1,1,4,1461,941,1929,1,621111
3,1,1691,4251,1,1,1,3,1121,671,1967,2111,269111
3,3.5,3251,6111,2,1,1,3,2511,751,2111,1,875111
4,3.75,4611,41212,1,1,1,4,2511,2111,1981,1,631111
4,2.75,2441,15349,2,1,1,4,2441,1,1957,2111,425111
3,1.75,1291,3871,1,1,1,5,1291,1,1916,1,647511
4,1,2111,4676,1.5,1,1,3,1251,751,1916,1986,451111
3,1,1151,7511,1,1,1,3,1151,1,1911,2115,441111
4,2.5,2341,3784,2,1,1,3,2341,1,2118,1,445111
4,2.25,2211,7665,2,1,1,4,2211,1,1968,1,531111
5,2.5,2921,5568,2,1,1,3,2321,611,1916,2114,875111
3,2.75,3151,219978,2,1,1,4,3111,151,1991,1,685111
3,3.5,3591,6412,2,1,1,3,3591,1,1999,1,798111
4,2.5,1911,5111,2,1,1,3,1911,1,2115,1,297511
4,2.75,3111,35235,2,1,1,4,3111,1,1983,1,749951
5,3,2441,4751,1,1,1,3,1451,991,2116,1,495111
4,2.25,1331,8411,1.5,1,1,3,1331,1,1962,2113,541111
3,1.75,1461,22651,1,1,1,4,1461,1,1961,2111,395111
6,4.5,3912,3881,3,1,4,4,2782,1121,1977,1,1311111
5,4.75,5181,17811,2,1,2,3,4171,1111,2111,1,1175111
2,2.5,1151,2164,2,1,1,3,1151,1,2114,2113,214111
4,1.5,1921,11413,1,1,1,3,1371,551,1959,1989,211111
3,2.5,2521,53143,1.5,1,1,3,2521,1,1988,2111,499511
2,1,971,3411,1,1,1,3,971,1,1924,2111,546111
5,2.5,2491,7666,1,1,1,4,1491,1111,1989,1,292111
3,2,1681,8424,1,1,1,3,1681,1,1993,1,289111
3,1,1151,4825,1,1,1,4,1151,1,1957,2111,241111
4,3,1981,7931,1,1,1,4,1161,821,1983,1,395111
4,2.25,2171,13184,1,1,1,4,1711,371,1967,1,795111
4,4.25,5661,193593,2,1,1,3,4111,1561,2111,1,955111
4,2.75,2421,11962,1,1,1,3,1531,891,1977,2114,725111
4,2.5,2611,4781,2,1,1,3,2611,1,2119,1,335111
4,3.75,2811,11841,2,1,2,4,2171,741,1994,1,492111
3,2.5,1511,11384,1,1,1,2,1131,481,1976,1,251111
3,1.75,1911,4811,1,1,1,3,1181,831,1959,1989,711111
3,1.75,1711,51649,1.5,1,1,5,1711,1,1931,1,545111
4,2.75,2121,11721,1,1,1,4,1421,611,1976,1992,555111
3,1.75,2341,4216,1,1,1,5,1171,1171,1917,1,641111
3,2,1463,868,3,1,1,3,1463,1,2113,1,391111
3,1,1431,3841,1,1,1,3,951,481,1945,2111,466511
3,1.5,1181,12324,1,1,1,3,811,381,1981,2113,372511
5,4.5,4411,15581,2,1,1,3,3391,1111,2113,1,1811111
3,2.5,1611,6176,2,1,1,3,1611,1,1994,1,255111
3,2.5,1481,14251,2,1,1,3,1481,1,1996,1,466811
3,2.5,2671,11338,2,1,1,3,2671,1,1987,2111,749111
4,1.75,1831,29111,2,1,1,3,1231,611,1991,2119,611111
2,1,921,4195,1,1,1,4,921,1,1914,1945,356111
3,1,1151,19211,1,1,1,4,1151,1,1918,1,165111
2,1,1191,7418,1,1,1,3,831,361,1941,1994,229111
4,3.25,4161,35654,2,1,1,3,2761,1411,1973,2113,531111
3,2.5,2371,12753,2,1,1,3,2371,1,2111,1,499951
4,1.75,1661,3811,1.5,1,1,3,1661,1,1926,2113,619111
3,2.5,1481,8381,1,1,1,4,1481,1,1968,1,547111
4,2.5,2391,6426,2,1,1,3,2391,1,1999,1,359811
3,3.5,1691,1432,2,1,1,3,1361,331,2118,1,499111
3,1,1111,7561,1,1,1,3,1111,1,1958,2114,189111
4,3.5,3511,8547,2,1,1,3,2511,1111,1994,1,799111
4,2.75,2331,7642,1,1,1,3,1811,531,1991,2119,257111
3,1.5,1891,9451,1,1,1,3,1191,811,1957,2111,271111
4,1.75,2111,6132,1,1,2,3,1311,711,1959,1989,453511
3,1,1131,11651,1,1,1,3,1131,1,1954,2115,237111
4,1.75,1671,9886,1,1,1,5,1671,1,1947,1,456111
3,2.5,2611,5541,2,1,1,3,2611,1,2114,2113,355511
4,1.75,1561,31299,1,1,1,4,1561,1,1965,1,299951
3,2,1171,5361,1,1,1,3,1171,1,1919,2111,335111
4,2.5,2111,4237,2,1,1,3,2111,1,2116,1,268511
3,2.25,1711,11511,1,1,1,3,1211,511,1978,1,385111
4,2.75,2421,5773,2,1,1,3,2421,1,2115,1,376111
4,2,1371,4111,2,1,1,3,1371,1,1951,1994,615114
4,2,2661,3911,1.5,1,1,4,1481,1181,1923,1,886111
4,2.5,2261,3713,2,1,1,3,2261,1,2113,1,561111
4,2.5,2171,4511,2,1,1,3,2171,1,2114,2113,343111
4,5.25,4671,43951,2,1,1,3,4671,1,1989,1,1415111
3,1,1511,13511,1,1,1,4,1511,1,1968,1,271111
4,2.5,2658,3961,2,1,1,3,2658,1,2114,1,411615
4,2.5,2711,5151,2,1,1,3,2711,1,2117,1,551111
3,2.25,1531,1245,2,1,1,3,1151,481,2114,1,465111
3,2.5,1481,1485,2,1,1,3,1281,211,2117,1,584111
3,3,1391,1181,2,1,1,3,1141,251,2116,1,275111
3,2.5,1661,3991,2,1,1,3,1661,1,2119,1,324511
3,2.5,2151,4185,2,1,1,3,2151,1,2111,1,711111
4,1,1551,7741,1.5,1,1,3,1551,1,1954,2115,385211
4,2.25,1911,8611,1,1,1,4,1911,1,1975,1,271111
4,2.5,2821,6181,2,1,1,3,2151,771,2113,1923,735111
2,1.5,1491,4181,1,1,1,3,931,561,1956,2111,389251
3,1.5,1751,12511,1,1,1,3,1151,611,1954,2115,315111
4,2.5,2141,6134,2,1,1,3,2141,1,1991,2119,545111
3,1.5,1911,5111,1.5,1,1,3,1641,261,1926,2113,551111
3,1.75,1911,12596,1,1,1,3,1341,571,1977,2114,415111
3,1,1561,14333,1,1,1,4,1561,1,1953,1983,387511
3,1.75,1471,6251,1,1,3,4,1171,411,1939,1989,432111
3,2.5,2711,9994,1,1,3,4,1351,1351,1959,1,412111
4,3.25,3451,11241,2,1,3,4,2431,1121,1961,2111,1135111
3,2,1971,9611,1,1,1,4,1311,671,1967,1,294711
3,2.5,2671,12187,2,1,1,3,2671,1,1986,1,744111
3,2.5,2551,13458,2,1,1,3,2551,1,1991,2119,715111
4,1,1721,4111,1.5,1,1,4,1721,1,1914,1,511111
4,4,4271,6112,2,1,3,3,3181,1191,2114,2113,1311111
3,1.5,2171,16611,1,1,2,3,1131,1141,1979,2114,1151111
4,2.5,2841,9354,2,1,1,3,2841,1,1991,2119,651111
4,2.75,3271,51994,2,1,1,4,2721,551,1983,1,435111
3,1.75,1481,7141,1,1,1,3,1481,1,1974,1,511111
5,2.75,2441,8111,1,1,1,4,1241,1211,1972,1,525111
4,2.75,2881,5751,1.5,1,1,5,1711,1171,1928,1971,921111
2,1,1731,9611,1,1,1,3,1381,351,1962,2113,211111
2,1,1261,4181,1.5,1,1,5,1261,1,1926,1,435111
4,2,2231,9911,1.5,1,1,5,2231,1,1959,1,819951
2,2.25,2461,16941,1.5,1,4,4,1931,531,1936,1,1371111
4,1.75,2151,94525,1,1,1,4,1251,811,1959,1,455111
3,2.5,2131,2815,2,1,1,3,1721,311,2111,1,471111
2,1,811,4811,1,1,1,3,811,1,1948,1994,253511
3,1,1841,8111,1,1,1,4,921,921,1953,1983,185111
3,1.5,1731,41251,2,1,1,4,1731,1,1983,1,535511
2,2,2281,6815,1,1,1,3,2281,1,2112,1,835111
4,2.5,2631,6326,2,1,1,3,2631,1,2118,1,589511
3,2.25,2271,23911,1,1,1,3,1821,451,1975,1,681111
3,1.75,1121,7121,1.5,1,1,4,1121,1,1953,1983,361111
4,2.5,1991,2175,2,1,1,3,1681,311,2115,1,595111
4,2.5,2681,15518,2,1,1,3,2681,1,1999,1,311111
3,1.75,1981,3311,1.5,1,1,4,1141,841,1926,1993,661111
3,2.5,2411,6975,2,1,1,3,2411,1,1993,1,571111
2,1,781,5111,1,1,1,4,781,1,1943,1,285111
3,2,981,5111,1,1,1,3,981,1,1941,1996,435111
3,1,1211,113237,1,1,1,2,1211,1,1918,1961,161111
5,2.5,4611,19831,1,1,3,3,2311,2311,1956,2113,815111
3,2.5,1481,1961,2,1,1,3,1481,1,2115,1,451111
4,1.5,1321,14251,1,1,1,4,1321,1,1954,1979,511111
5,2.75,4411,18511,1,1,3,5,2251,2151,1963,1,1121111
4,3.5,3111,3611,2,1,1,3,2371,641,1999,1,1281111
3,2,2261,9568,1,1,1,3,1781,481,1985,1,539111
4,2,1881,14653,2,1,1,3,1881,1,1978,1,417193
3,1.75,1371,9911,1,1,1,4,1371,1,1983,1,321111
4,3,2721,3811,2,1,1,5,1811,921,1919,1934,739111
2,1.75,1741,5411,1,1,1,4,991,751,1946,1989,452111
4,2.5,2561,5593,2,1,1,3,2561,1,2111,1,611111
5,2.5,2691,5557,2,1,1,3,2691,1,2112,1912,279111
4,3,3241,5562,2,1,1,3,3241,1,2113,1923,895111
4,2.5,2431,4747,2,1,1,3,2431,1,2118,1,585111
2,2,1415,1173,2,1,1,3,1141,265,2117,1,415111
5,2.75,3131,7679,2,1,1,3,3131,1,2114,1,837219
4,2.5,4151,8436,2,1,1,3,4151,1,2114,1,969991
3,3,1731,2941,3,1,1,3,1731,1,1985,1,491111
6,2.5,3821,53173,1,1,1,4,2141,1781,1974,1,611111
4,2.5,3171,6432,2,1,1,3,3171,1,2116,1,462111
4,2.5,1781,4169,2,1,1,3,1781,1,1994,1,541111
4,2.5,1811,4381,2,1,1,3,1811,1,2117,1,261111
4,2.25,2451,62291,2,1,1,3,2451,1,1976,1,511111
3,2.5,2311,7398,2,1,1,3,2311,1,2111,1,567511
2,1,1441,3225,1,1,1,3,961,481,1915,1,445111
4,2.25,2371,9361,2,1,1,4,2371,1,1979,1,684681
4,3.25,4421,7851,2,1,4,3,3151,1271,2111,1,2711111
3,1,1311,3551,1.5,1,1,3,1311,1,1927,2111,455111
5,3,2871,4369,2,1,1,3,2191,781,2117,1,541111
3,2.75,3411,7211,2,1,2,3,2471,931,2119,1,531111
3,1,1411,5161,1,1,1,4,911,511,1956,1,411111
3,1.75,1641,13511,1,1,1,3,1111,531,1941,1996,451111
4,2.5,3191,7399,2,1,1,3,3191,1,2116,1,619911
4,2.5,2381,13435,2,1,1,3,2381,1,1992,1,648111
3,2.5,2261,4165,2,1,1,3,2261,1,2115,1,551111
3,1.75,1241,8151,1,1,1,4,1241,1,1978,2111,347111
5,3.5,4221,26784,1,1,1,3,2111,2111,1958,2116,1635111
4,2.5,4251,19387,2,1,2,4,3261,991,1972,1,1339111
3,1.5,1861,7963,1,1,1,3,1211,661,1963,2118,288351
3,2.5,2851,11474,1,1,1,4,1731,1121,1954,1979,1151111
3,3,2471,36445,2,1,1,4,2471,1,1981,1,525111
3,2.25,2211,8111,2,1,1,4,2211,1,1969,1,251251
4,1.75,1921,7665,1,1,1,4,1511,421,1975,1,341111
4,3,3151,7778,2,1,1,3,3151,1,2111,1,711111
4,1.75,2711,7875,1.5,1,1,4,2711,1,1968,1,391111
3,2.25,2191,7149,1,1,1,4,1241,951,1963,1,539951
2,2.5,1381,951,3,1,1,3,1381,1,2116,1,552111
5,1.5,2521,5753,1.5,1,1,4,1511,1111,1928,1,251111
3,1.75,1311,8811,1,1,1,4,1311,1,1963,1,512111
4,1.75,2221,6511,2,1,3,4,2221,1,1964,1,481111
2,1,731,7528,1,1,1,3,731,1,1946,1,378511
4,3.25,3311,15917,2,1,1,5,3311,1,1985,1,1351111
4,3.25,4131,112521,2,1,1,3,4131,1,1978,1,1911111
3,2.5,2671,47481,2,1,3,3,2671,1,1981,2113,615111
4,2.5,1981,5919,2,1,1,3,1981,1,2113,1,317551
2,1,741,5995,1,1,1,4,741,1,1949,1985,314711
3,1.75,2151,3521,1,1,1,4,1171,981,1977,1,568111
3,1.75,1231,7511,1,1,1,3,1231,1,1987,2111,385111
3,2.5,1211,1421,3,1,1,3,1211,1,2118,1,345111
3,2.25,1891,7211,1,1,1,4,1231,661,1973,1,435111
2,2,1871,6275,1,1,1,3,1871,1,2113,1,579111
3,1.75,1331,6311,1,1,1,3,1331,1,1998,2116,236111
3,2,1591,35988,1,1,1,4,1591,1,1974,1,315111
3,1.75,1711,11811,1,1,1,4,1711,1,1958,1972,368111
2,1,1211,9111,1,1,2,5,1211,1,1917,1,255111
2,1,1141,5111,1,1,1,3,1141,1,1942,1999,411111
3,1.75,2241,8153,1,1,1,3,1121,1121,1948,1994,441111
2,1,921,6611,1,1,1,3,921,1,1919,2113,417111
2,1,811,5111,1,1,1,3,811,1,1916,2114,435111
4,2.75,1981,11443,1,1,1,5,1981,1,1952,1998,475111
4,2.5,2811,12831,2,1,1,3,2811,1,2111,1,563511
3,2.25,1681,35127,2,1,1,3,1681,1,1987,2111,285111
4,2.5,2331,9928,2,1,1,3,2331,1,1998,2116,471111
4,1.75,2241,9886,1.5,1,1,4,2241,1,1965,1,511111
3,2.5,2141,8925,2,1,1,3,2141,1,1991,1,641111
4,2.5,2171,14124,2,1,1,3,2171,1,1992,1,442511
3,1.5,1151,8686,1,1,1,4,1151,1,1963,1,213411
4,2.5,2131,3915,1.5,1,1,4,1631,411,1926,1993,831111
3,2,1351,11815,1,1,1,3,1351,1,1986,1,325111
2,1,911,4635,1,1,1,4,911,1,1915,1,425111
4,2.5,2711,5111,1,1,1,4,1441,1261,1968,1,551111
4,3.5,3731,15129,2,1,2,3,2441,1291,1991,1,599951
4,2.5,2741,16117,2,1,1,3,2741,1,1984,1,1225111
4,3.25,2151,5111,2,1,1,4,1371,681,1987,1,751111
4,3,2391,4511,2,1,1,3,2391,1,1974,1,291111
4,2.75,1991,7252,1,1,1,3,1271,721,1999,1,271111
4,1.75,1311,21111,1,1,1,4,1311,1,1969,1,229951
3,1,1331,8912,1,1,1,3,1331,1,1948,1994,234999
2,1,1111,31515,1,1,1,3,1111,1,1961,2112,265111
4,2.75,2191,14937,2,1,1,3,2191,1,1993,1,367311
3,1.75,1381,3412,1.5,1,1,3,1381,1,1911,2111,551111
4,2.5,2611,33216,2,1,1,3,2611,1,1988,2111,743711
2,1.75,1161,1241,2,1,1,3,961,111,2118,1,352751
2,1,711,1136,2,1,1,4,711,1,1943,1,413951
4,2.5,2731,4811,1.5,1,1,5,2231,511,1919,1988,981111
4,1.75,2471,131791,2,1,2,3,2471,1,1937,1999,585111
3,1.75,1761,11781,1,1,1,3,1761,1,1977,2114,554111
3,2.5,1531,3464,2,1,1,3,1531,1,1998,2116,546111
2,1.75,1611,158558,1.5,1,1,2,1611,1,1948,1,281111
2,2,1131,21712,1,1,1,4,1131,1,1938,1,212511
4,2.5,2811,246114,2,1,1,3,2811,1,1999,1,739111
3,2,1311,2551,1,1,1,3,781,531,1986,1,428111
4,2.25,3161,34561,1,1,1,4,3161,1,1981,1,965111
3,3,2511,8314,2,1,1,3,2511,1,1997,1,364911
3,1.5,2171,5386,1,1,1,4,1141,931,1948,1,559111
4,1.75,1981,9111,1,1,1,2,1481,511,1978,1,213111
3,2.5,2591,7237,2,1,1,3,2591,1,2114,2113,621111
4,1,1911,16321,1.5,1,1,3,1911,1,1934,1978,241111
3,2.5,2631,11111,1,1,1,4,1581,1151,1967,1,852511
3,2.5,2631,77972,2,1,1,3,2631,1,2114,2113,611111
3,2.5,1961,4411,2,1,1,3,1961,1,2116,1,411111
3,1.75,1441,45312,2,1,1,3,1441,1,1977,2114,328111
3,1.75,2211,16211,1,1,1,3,1391,821,1958,2114,625111
4,2.5,2351,63162,2,1,1,4,2351,1,1994,1,649951
